yyyy,public,all_stock,horz,domestic,relsize,bidder_mtb,bidder_lev,bidder_tang,bidder_cash,bidder_rd,rate,lbidder_size,med_mtb_sect
1997,0,0,0,1,0.71203125,1.385525,0.54170144,0.70278436,0.007048492,0,0.068700001,4.1588831,1.769793
1997,0,0,1,1,0.063671708,3.120559,0.14500482,1.1103116,0.039640218,0,0.07,5.6371384,1.769793
1998,0,0,1,1,0.073506102,2.2787473,0.3782413,0.53766644,0.026644317,0,0.0669,6.3079782,1.7782974
1998,0,0,0,1,0.06891799,2.0475547,0.46922719,0.92877734,0.03071849,0,0.065499999,7.2800083,1.7782974
1998,1,0,0,1,0.032091919,1.1538789,0.39854062,1.0887595,0.007345642,0,0.065200001,7.8336,1.7782974
1998,0,0,0,1,0.47475183,1.2885983,0.38190544,1.0931277,0.006841622,0,0.062199999,8.4411755,1.7782974
1998,1,0,1,1,2.3287053,1.122595,0.54046261,0.53778619,0.19384114,0,0.064000003,7.4424925,1.7782974
1998,1,1,0,1,1.4927422,1.462417,0.33238488,1.4554124,0.032354262,0,0.062199999,6.5971456,1.7782974
1998,1,0,1,1,0.8655827,1.6260694,0.37587959,1.0606964,0.001099484,0,0.065499999,6.2766433,1.7782974
1998,1,1,1,1,0.071647465,2.1871376,0.008942974,0.77485883,0.10936206,0,0.065200001,6.7661915,1.7782974
1998,0,1,1,1,0.013081237,2.2787473,0.3782413,0.53766644,0.026644317,0,0.067199998,6.1249971,1.7782974
1998,1,1,0,1,0.049500141,1.437215,0.29384941,1.2742059,0.001754832,0,0.062199999,8.870944,1.7782974
1998,1,0,0,1,0.81388658,1.2109272,0.29182073,1.3391851,0.001142905,0,0.062399998,7.551712,1.7782974
1998,1,0,0,1,0.43622643,2.2315683,0.53479546,0.6678226,0.013544182,0,0.0669,4.6634393,1.7782974
1998,1,0,0,1,0.03147551,1.2885983,0.38190544,1.0931277,0.006841622,0,0.064000003,8.4969902,1.7782974
1998,0,0,0,1,0.081549294,2.4949992,0.30253017,0.7866984,0.040042896,0,0.0669,4.9558272,1.7782974
1998,0,1,0,1,0.10270587,1.3056945,0.27825212,1.0434273,0.004039919,0,0.0669,4.4426513,1.7782974
1998,1,0,0,1,0.013565138,1.6272209,0.22167127,0.26049414,0.014058686,0,0.063699998,9.2965183,1.7782974
1998,1,0,1,1,0.10202911,1.8937198,0.41137049,0.73141026,0.007737007,0,0.064000003,9.434124,1.7782974
1998,1,0,1,1,0.19884245,1.3926547,0.26200977,1.2189943,0.003278769,0,0.062199999,5.7397928,1.7782974
1998,0,1,0,1,0.02335689,1.1914687,0.36860415,1.0532237,0.00929045,0,0.0669,5.6454468,1.7782974
1998,1,1,0,1,0.79738939,1.2159088,0.43357334,1.1147698,0.000307768,0,0.0669,7.2122946,1.7782974
1998,0,0,1,1,0.07445652,2.4949992,0.30253017,0.7866984,0.040042896,0,0.065300003,5.2149358,1.7782974
1998,1,0,0,1,0.07482896,1.2530148,0.28723282,1.0636441,0.012461063,0,0.065300003,9.2669096,1.7782974
1998,0,0,1,1,0.59265822,1.405564,0.30712667,0.72020721,0.046110447,0,0.065300003,5.0625949,1.7782974
1999,1,1,1,1,0.088054605,1.2948352,0.48332164,1.1747578,0,0,0.075500004,6.3733196,1.5387784
1999,1,0,0,1,0.034152694,1.3774098,0.293881,1.2438813,0.009843269,0,0.075500004,7.9384456,1.5387784
1999,1,0,0,1,0.034470078,1.2065172,0.28572848,0.88260996,0.008938326,0,0.073600002,8.432724,1.5387784
1999,1,0,1,1,1.9305407,1.5643469,0.25758263,1.3167361,0.013090475,0,0.071900003,6.4441314,1.5387784
1999,1,1,0,1,0.10156672,1.1317778,0.24631561,0.79480934,0.020111825,0,0.066399999,7.5234814,1.5387784
1999,1,0,0,1,0.35507137,1.3774098,0.293881,1.2438813,0.009843269,0,0.069299996,7.4679422,1.5387784
1999,1,0,0,1,0.24922481,1.0213298,0.42700446,0.10436472,0.022417106,0,0.072300002,5.5529594,1.5387784
1999,1,0,1,1,0.94024628,1.8769286,0.29611522,0.70509863,0.014496186,0,0.064000003,6.0063534,1.5387784
1999,1,0,0,1,0.22931896,1.2893891,0.28857458,1.1345838,0.10526815,0,0.074000001,6.7810578,1.5387784
1999,1,0,1,1,1.5095519,1.2065172,0.28572848,0.88260996,0.008938326,0,0.066399999,8.2814713,1.5387784
1999,1,0,1,1,1.1755315,1.4999205,0.31320077,1.2933565,0.003458799,0,0.073899999,8.8235006,1.5387784
1999,1,1,0,1,1.2325211,1.2373831,0.27732065,1.2741722,0.005727731,0,0.066399999,8.273592,1.5387784
1999,1,0,0,1,0.29804111,1.0046121,0.33411318,1.0007621,0.013107731,0,0.071900003,7.7349963,1.5387784
1999,1,0,0,1,0.44706994,1.322896,0.32620353,1.1780305,0.00309656,0,0.071900003,8.0808563,1.5387784
1999,1,0,0,1,0.062761761,1.1344965,0.25528917,0.69162333,0.004466755,0,0.077800006,8.2555685,1.5387784
1999,1,0,0,1,0.73427051,1.2156177,0.31146315,1.0336245,0.024296397,0,0.066199996,9.0856838,1.5387784
1999,1,0,0,1,0.018706417,1.1284739,0.61652589,0.75091243,0.055832859,0.004144143,0.073899999,7.5903468,1.5387784
1999,0,0,1,0,0.24521436,1.1344965,0.25528917,0.69162333,0.004466755,0,0.074000001,8.7516327,1.5387784
1999,0,0,0,1,0.18211411,1.3774098,0.293881,1.2438813,0.009843269,0,0.071900003,8.0567436,1.5387784
1999,1,0,1,1,0.22301389,1.2519658,0.20821077,0.82497782,0.037012465,0,0.064000003,7.9655457,1.5387784
1999,1,0,1,1,1.5467896,1.1200467,0.36052257,0.95574152,0.08000803,0,0.071900003,7.5196924,1.5387784
1999,1,0,1,1,0.38649607,1.3774098,0.293881,1.2438813,0.009843269,0,0.071900003,8.0662079,1.5387784
1999,1,0,1,1,0.62721282,1.1479473,0.23481408,0.82754916,0.13673127,0,0.075500004,8.3145876,1.5387784
1999,1,0,1,1,0.5797134,1.2948352,0.48332164,1.1747578,0,0,0.071900003,6.4967752,1.5387784
1999,0,1,1,1,0.054786325,1.3316118,0.32119989,1.1494198,0.000272373,0,0.066399999,4.7621741,1.5387784
1999,0,0,0,1,2.3531034,1.405712,0.004290146,0.54154843,0.025344862,0,0.074000001,3.3672957,1.5387784
1999,1,0,0,1,0.26073411,1.2948352,0.48332164,1.1747578,0,0,0.077800006,6.418365,1.5387784
1999,1,0,0,1,0.7327193,1.2108802,0.35762739,1.0074455,0.010754467,0,0.073600002,8.6501493,1.5387784
1999,0,0,0,1,0.05590909,1.432295,0.47864875,0.55303848,0.021595243,0,0.064000003,5.655992,1.5387784
2000,1,1,0,1,0.062203392,1.0926819,0.32160819,0.95871603,0.001849031,0,0.076499999,5.869297,1.6956685
2000,0,0,1,1,0.10243902,1.4128119,0.42534184,0.24769089,0.001815028,0,0.076399997,4.4067192,1.6956685
2000,0,0,1,1,0.011117323,1.7693204,0.57042277,0.77500284,0.087526426,0.002683632,0.074499995,9.449357,1.6956685
2000,1,0,0,1,3.6991036,1.1265835,0.33944497,1.205682,0.006368916,0,0.076799996,7.7397943,1.6956685
2000,0,0,0,1,0.62173915,1.4128119,0.42534184,0.24769089,0.001815028,0,0.076700002,4.2341065,1.6956685
2000,1,0,0,1,1.8850995,1.3580594,0.33307317,1.0756439,0.032718979,0,0.076799996,9.0467625,1.6956685
2000,1,0,1,1,2.0676434,1.0389546,0.3358894,0.82377481,0.006134093,0,0.076200001,8.6517239,1.6956685
2000,0,0,0,1,0.012592369,1.0363578,0.43356815,0.8113203,0.013745367,0,0.076399997,9.4926577,1.6956685
2000,1,0,1,1,0.3241154,1.6140469,0.58122605,0.68055558,0.032040231,0,0.075500004,9.1514397,1.6956685
2000,0,1,0,1,0.048363429,1.2667872,0.31905341,1.1562461,0.043879222,0,0.076799996,7.0866919,1.6956685
2001,1,0,0,1,0.14464974,1.2948536,0.25729284,0.61172473,0.030119164,0,0.071800001,9.8551893,1.6713644
2001,0,0,1,1,0.029207921,2.0832756,0.57026809,0.79976487,0.060458299,0.002829955,0.067699999,9.2202911,1.6713644
2001,1,0,1,1,0.91235268,1.124398,0.28241289,0.63675952,0.2653366,0,0.069799997,7.7873821,1.6713644
2001,1,0,0,1,0.14842881,1.3229045,0.35729861,0.95444322,0,0,0.070300005,9.6327286,1.6713644
2001,1,0,0,0,0.24716383,1.3686035,0.21357605,0.5950048,0.010691694,0,0.070300005,10.309952,1.6713644
2001,1,0,0,0,0.13182145,2.0832756,0.57026809,0.79976487,0.060458299,0.002829955,0.069799997,9.0254555,1.6713644
2002,0,0,0,1,0.054229934,1.3386371,0.36522591,1.1668401,0.004025378,0,0.063100003,8.9666119,1.4851038
2002,1,0,0,1,0.035316017,2.4583588,0.43507233,0.18995167,0.020726409,0,0.063100003,7.0518556,1.4851038
2002,0,0,1,1,0.12438776,1.2804378,0.35448682,1.0635142,0.006751785,0,0.067600004,6.8875527,1.4851038
2002,0,0,0,1,0.096472733,1.2089773,0.38337454,0.61895454,0.013945598,0,0.065300003,9.7727518,1.4851038
2003,0,0,1,1,0.10305029,1.5132082,0.52749872,0.76160944,0.00326622,0,0.055399999,8.4871464,1.6895124
2003,0,0,0,1,2.4383924,1.0928198,0.44170544,0.85108429,0,0,0.049699999,6.5985088,1.6895124
2003,0,0,1,1,0.042962126,1.5279323,0.33947966,1.0697834,0.003444824,0,0.056199998,7.4781699,1.6895124
2004,0,0,1,1,1.2595326,1.0159751,0.29219249,0.96905434,0.003757145,0,0.056500003,6.7007313,1.8374705
2004,0,1,0,1,0.08360853,1.1513448,0.38364086,0.86639726,0,0,0.060100004,8.6680241,1.8374705
2004,0,0,0,1,0.015064779,1.634961,0.48561698,0.84618866,0.002552635,0,0.055,8.8005657,1.8374705
2005,1,0,1,0,0.17934498,1.6097857,0.25994056,0.64097708,0.01744803,0,0.0513,9.7644558,1.9357326
2005,1,1,0,1,0.32181805,1.1406131,0.30524608,0.84380746,0.009608798,0,0.049600001,10.220012,1.9357326
2005,0,0,0,1,0.13350001,0.99271756,0.20526378,0.47603545,0.006320072,0,0.050900001,5.9914646,1.9357326
2006,0,0,1,1,0.98299319,1.731042,0.56436068,1.1110818,0.026827356,0,0.058899999,6.7821922,2.0441444
2006,1,0,0,1,0.11131943,1.4632093,0.24974263,1.0386099,0.024286989,0,0.056799997,8.3586664,2.0441444
2006,0,0,0,1,0.51381218,1.8868107,0.17417216,0.7618795,0.031896848,0,0.058400001,5.1984968,2.0441444
2006,0,0,1,1,0.80158019,0.98000008,0.417539,0.64339322,0.15297255,0,0.055100001,7.9762521,2.0441444
2006,1,1,0,1,0.79488003,1.1672742,0.15894926,0.57526761,0.005077724,0,0.056799997,7.6009026,2.0441444
2007,1,0,0,1,1.0802577,1.2798369,0.14011939,1.2975605,0.01425919,0,0.053000003,7.8328075,1.9772267
2008,1,0,0,1,0.036295641,1.260042,0.15469742,0.6951248,0.022199329,0,0.056399997,9.5561972,1.3820181
2008,1,1,1,1,1.0360905,2.0092688,0.35039616,0.97531223,0.004879359,0,0.056700002,8.6828775,1.3820181
2008,0,0,0,1,1.2333333,1.1332635,0.33733672,0.80172777,0.009692373,0,0.055100001,5.0106354,1.3820181
2009,1,1,0,1,0.3292799,1.1707339,0.50721937,0.86480868,0.001969814,0,0.055399999,9.2074366,1.5624157
2009,0,0,0,1,0.29411766,1.1723946,0.24352171,0.60543239,0.019294411,0,0.055399999,6.9275579,1.5624157
2009,1,1,0,1,0.35483089,1.238057,0.22401074,0.98935962,0.004175804,0,0.055399999,5.3327188,1.5624157
2009,1,0,0,0,0.32950607,2.1984119,0.059253998,0.61170655,0.27776244,0,0.055399999,7.0509896,1.5624157
2009,0,0,1,1,0.0107227,0.9972868,0.29543182,0.99730831,0.055333383,0,0.055399999,9.0104542,1.5624157
2009,0,0,1,1,0.030122699,1.4867589,0.31944367,0.56044322,0.10199951,0,0.055399999,7.5786567,1.5624157
2009,0,0,1,1,1.1416216,0.74415368,0.44078839,0.94422185,0.05172224,0,0.052600004,6.1758671,1.5624157
2010,1,0,1,1,0.59513158,1.1632633,0.34713152,0.89088738,0.025478078,0,0.052699998,9.5671749,1.5602871
2010,0,0,0,1,0.72813219,1.3018625,0.32226482,0.96480936,0.036138054,0,0.049600001,9.2564602,1.5602871
2010,1,1,1,1,0.80848062,1.0676739,0.35108009,0.83097392,0.001917244,0,0.048699997,8.5550671,1.5602871
2010,1,1,1,1,0.325268,2.0601401,0.74676675,0.9796989,0.10883906,0,0.0535,7.3920317,1.5602871
2010,0,0,1,1,0.038056578,1.5605085,0.63739091,0.83195865,0.005617775,0,0.048800003,8.9724636,1.5602871
2010,1,0,1,1,0.28379473,1.3640302,0.4338702,0.82249653,0.00209165,0,0.046799999,10.364545,1.5602871
2010,0,0,1,0,0.31135997,2.7450392,8.09E-05,1.0510423,0.25348935,0,0.046799999,5.521461,1.5602871
2011,1,1,0,1,0.2870048,1.267979,0.22978561,0.76579249,0.03085758,0,0.049600001,10.215264,1.6284626
2011,0,0,1,1,0.13296966,1.6460383,0.29507312,0.51667041,0.012328459,0,0.049899999,7.9837809,1.6284626
2011,0,0,1,1,0.019493844,0.91459584,0.22223443,0.67881709,0.10133127,0,0.049899999,8.8969984,1.6284626
2011,1,1,1,0,1.0408809,1.5535893,0.45894322,0.36245671,0.044912595,0,0.0493,6.9402223,1.6284626
2011,1,0,0,1,0.6082651,1.4942615,0.55606288,0.7644074,0.004963769,0,0.0493,9.1206341,1.6284626
2011,1,0,1,1,0.47939625,1.0770174,0.41206092,0.83419317,0.063044608,0,0.049600001,9.19238,1.6284626
2011,1,0,0,0,0.085167214,1.8971796,0.1690173,0.64528245,0.18858953,0,0.049600001,7.8046594,1.6284626
2012,0,0,0,0,0.0838539,1.4248081,0.36058,0.8505224,0.006183808,0,0.037999999,9.7852106,1.5987375
2012,0,0,1,1,0.13157895,1.2307755,0.74676675,1.5935844,0.00715432,0,0.037999999,5.1416636,1.5987375
2012,0,0,1,1,0.11267605,1.7882339,0.39230931,0.90302587,0.003519647,0,0.039900001,7.6638775,1.5987375
2012,1,1,1,1,0.47638822,0.87410301,0.36477634,0.68092829,0.041362531,0,0.0348,8.1761103,1.5987375
2012,0,0,0,1,0.34556088,1.6852697,0.35239071,0.68087035,0.003798973,0,0.034699999,8.2327061,1.5987375
2012,0,0,1,1,0.082499996,1.2567259,0.29097888,1.0621065,0.002177135,0,0.0348,5.480639,1.5987375
2012,1,0,0,1,0.50011218,1.2974492,0.47608432,0.90110409,0.006883088,0,0.037999999,9.2609386,1.5987375
2013,0,0,1,1,0.18341893,1.1400017,0.18733233,0.67278099,0.007423525,0,0.043400001,7.2174435,1.7445939
2013,1,0,0,1,0.27582991,1.5749545,0.45846575,0.79021001,0.016140088,0,0.039000001,9.8862906,1.7445939
2013,0,0,1,1,0.073637374,1.5749545,0.45846575,0.79021001,0.016140088,0,0.037300002,10.020159,1.7445939
2013,0,0,0,1,0.26456892,1.0865555,0.36104557,0.63409668,0.007194078,0,0.037300002,9.559165,1.7445939
2013,0,0,0,1,0.36292574,1.8607044,0.28731465,1.1242136,0.031020176,0,0.045400001,7.4905295,1.7445939
2013,0,0,0,1,0.050914284,1.2171478,0.4451783,0.62138069,0.00760674,0,0.0462,9.8748827,1.7445939
2013,0,0,0,1,0.60185188,1.1747031,0.49975458,1.114096,0.002243899,0,0.044899996,4.6821313,1.7445939
2014,0,0,1,1,0.74451613,1.3322178,0.34217104,1.0668011,0.001028594,0,0.040799998,5.0434251,1.8210741
2014,1,0,1,1,0.61506855,1.6298783,0.43969589,0.96319121,0.009629233,0,0.0392,8.9987545,1.8210741
2014,0,0,1,1,0.19177863,1.791368,0.41828164,0.95140374,0.025090266,0,0.0416,10.350095,1.8210741
2014,1,1,1,1,0.24139449,2.2706094,0.41094869,0.77680999,0.002176081,0,0.0416,10.410365,1.8210741
2014,1,0,1,1,0.31988361,1.5899917,0.49421355,0.95202196,0.011027345,0,0.0392,8.6729994,1.8210741
2014,1,0,0,1,0.1048466,1.1732538,0.37643588,0.65054232,0.012562354,0,0.0416,9.7437296,1.8210741
2014,0,0,0,1,0.07692308,1.3099988,0,0.71157742,0.025873374,0.021461787,0.0392,3.6635616,1.8210741
2014,1,0,1,1,0.88887405,1.3458712,0.2954216,1.026697,0.001760396,0,0.0416,9.2279835,1.8210741
2014,0,0,0,1,0.026195023,1.5449357,0.40669277,0.89056754,2.06571E-05,0,0.0392,8.8410139,1.8210741
2014,1,0,1,1,0.14435256,1.3193638,0.45071492,0.56665558,0.007953714,0,0.041100003,10.508786,1.8210741
1993,0,0,1,1,0.24380553,1.0608743,0.38276747,0.16202433,0.054561894,0,0.075800002,4.0140738,1.8672003
1993,0,1,0,1,0.10020863,0.88956344,0.35607928,0.3882606,0.010026324,0,0.071699999,4.0686507,1.8672003
1994,0,0,0,1,0.12521455,1.7656252,0.022027692,0.2257079,0.41377401,0.078070566,0.083400004,4.6426759,1.6361793
1994,0,0,1,1,0.45509467,1.3937479,0,0.029628819,0.042965073,0,0.070799999,3.6175177,1.6361793
1994,1,1,0,1,0.17447409,0.97940224,0,0.12529768,0.31739679,0,0.083400004,3.314595,1.6361793
1994,0,1,0,0,0.036256667,1.9402572,0.018681427,0.12064686,0.001337911,0,0.0748,6.502244,1.6361793
1994,0,0,0,0,0.23880927,1.2288312,0.30889934,0.12410102,0.016694795,0,0.083400004,4.1461225,1.6361793
1994,0,1,0,1,0.10811167,1.5141613,0.00156929,0.22495171,0.005100193,0,0.084600002,3.124752,1.6361793
1994,0,1,0,1,0.12018868,1.645501,0.008496408,0.40158534,0.050507803,0.28627694,0.084600002,5.0689044,1.6361793
1995,0,1,1,1,0.21802075,2.8878958,0.063608505,0.27254155,0.17494661,0,0.076499999,4.4355159,1.7731007
1995,0,1,0,1,3.8805125,1.151471,0.22052507,0.88417548,0.01317504,0,0.070199996,1.8220866,1.7731007
1995,0,0,0,1,0.3332932,1.1541097,0.12987114,0.040296759,0.14447482,0,0.074099995,1.6468542,1.7731007
1995,1,1,0,1,0.10828418,1.1921049,0,0.076410234,0.1029065,0,0.080299996,5.9215784,1.7731007
1995,0,1,0,1,0.047297299,1.9072455,0.19667822,0.052132063,0.028849913,0,0.070199996,5.4026775,1.7731007
1995,0,1,0,1,0.11139616,1.2421302,0.00171513,0.10694496,0.003641353,0,0.0682,2.6954377,1.7731007
1995,0,1,0,1,3.271785,0.77713001,0.35786092,0.37318721,0.014667106,0,0.0757,0.55863303,1.7731007
1995,1,1,0,1,1.8225807,1.6497166,0.3065533,0.11774708,0.036911085,0,0.0682,3.4339871,1.7731007
1995,0,0,0,1,1.9,0.67769659,0.19095953,0.006789503,0.10894573,0,0.072999999,0.69314718,1.7731007
1995,0,1,0,1,0.12493308,1.9072455,0.19667822,0.052132063,0.028849913,0,0.082600005,4.4641423,1.7731007
1995,1,0,0,1,0.25578949,1.4119647,0.16190147,0.32032776,0.017173981,0.013066432,0.081199996,6.856462,1.7731007
1995,1,1,1,1,0.067924529,1.2951837,0.35586935,0.11578928,0.061199758,0,0.0682,3.9702919,1.7731007
1995,0,0,1,1,0.36723164,3.0775411,0.13007547,0.10500486,0.00090282,0,0.076499999,5.1761498,1.7731007
1995,0,1,0,1,0.078125,2.0347838,0,0.081616372,0.017660165,0,0.081199996,3.871201,1.7731007
1995,0,0,0,1,0.14619882,1.4453125,0.17200801,0.169192,0.029314479,0,0.0682,5.8348107,1.7731007
1995,1,0,0,1,0.58840001,0.9146117,0.15072106,0.71255845,0.030874964,0,0.072999999,4.3174882,1.7731007
1996,0,0,1,1,0.019335566,3.4234922,0.00182607,0.086083502,0.31848499,0,0.073899999,6.7485633,1.8760706
1996,0,0,0,0,0.051649559,1.5975621,0.028967991,0.10752526,0.024662448,0,0.073899999,5.2658587,1.8760706
1996,0,1,0,1,0.83522254,2.6112421,0.000496339,0.031021219,0.61893535,0,0.073899999,3.042258,1.8760706
1996,0,0,0,1,0.019204451,2.0145204,0.13070153,0.10805839,0.007055159,0,0.077100001,5.6390123,1.8760706
1996,0,1,0,1,0.058867402,3.292114,0.000200991,0.14849834,0.4154233,0.10633294,0.0735,5.891644,1.8760706
1996,0,0,0,1,0.10288066,1.1840613,0.1165188,0.45825478,0.069151118,0,0.075000003,5.4930615,1.8760706
1996,0,1,0,1,1.7283012,0.9623118,0,0.006789503,0.53309143,0,0.073899999,2.5246279,1.8760706
1996,1,0,0,1,1.1921053,0.87891412,0.20012225,0.17993167,0.00214431,0,0.076499999,4.5538769,1.8760706
1996,0,0,1,1,0.015613026,3.4234922,0.00182607,0.086083502,0.31848499,0,0.076499999,6.9508147,1.8760706
1996,0,1,1,1,0.23129497,1.7805707,0,0.032882035,6.26802E-05,0,0.069899999,4.934474,1.8760706
1996,0,0,0,1,0.12168224,3.2398107,0,0.22409916,0.26378748,0,0.073899999,6.2822666,1.8760706
1996,0,1,0,1,0.76757914,1.408224,0.3141045,0.11476895,0.052401088,0,0.071000002,1.5782373,1.8760706
1997,0,0,0,1,0.043121152,1.4314375,0.27468455,0.48646134,0.002083461,0,0.068700001,6.1882639,1.8837284
1997,0,0,0,1,0.072499998,1.8563373,0.16770428,0.42867932,0.070679791,0,0.075800002,4.1588831,1.8837284
1997,0,0,0,1,0.1495,5.2074528,0.003312444,0.025156669,0.49024171,0,0.075800002,4.0943446,1.8837284
1997,1,0,1,1,0.1805305,2.0168979,0.052957736,0.16512407,0.089824893,0,0.077299997,6.6253924,1.8837284
1997,0,0,0,1,0.087108016,2.5457938,0,0.044721808,0.41610751,0,0.073100001,5.659482,1.8837284
1997,0,0,1,1,0.012590674,1.937016,0.073725492,0.31238502,0.081540108,0,0.071500003,5.2626901,1.8837284
1997,1,0,0,1,0.89204633,1.4179025,0.031540491,0.11005627,0.005989556,0,0.07,5.556828,1.8837284
1997,0,1,1,1,0.17186843,2.3866878,0.014022843,0.2790736,0.017157361,0,0.067600004,5.6111736,1.8837284
1997,0,0,1,1,0.14192308,1.937016,0.073725492,0.31238502,0.081540108,0,0.077299997,3.9512436,1.8837284
1997,1,1,1,1,0.67483103,1.8793833,0.001877393,0.10867088,0.096353836,0,0.066100001,6.9137373,1.8837284
1997,0,0,0,1,0.075994991,2.8604081,0.027347723,0.12249972,0.16532941,0,0.067600004,3.645241,1.8837284
1997,0,1,1,1,0.010830325,1.8793833,0.001877393,0.10867088,0.096353836,0,0.077299997,6.3171649,1.8837284
1997,0,1,0,1,0.039556451,2.0168979,0.052957736,0.16512407,0.089824893,0,0.075500004,6.612041,1.8837284
1997,1,0,0,1,0.078277819,2.9694288,0.004328883,0.19390275,0.30856735,0,0.071400002,7.8792915,1.8837284
1997,0,0,1,1,1.0207143,1.937016,0.073725492,0.31238502,0.081540108,0,0.077299997,4.0253515,1.8837284
1997,1,1,1,1,0.37017751,2.0168979,0.052957736,0.16512407,0.089824893,0,0.071500003,6.7393365,1.8837284
1997,0,0,1,1,0.74919999,1.937016,0.073725492,0.31238502,0.081540108,0,0.077299997,5.0106354,1.8837284
1997,0,1,0,1,0.030774647,1.937016,0.073725492,0.31238502,0.081540108,0,0.071500003,4.9558272,1.8837284
1997,0,0,0,1,0.048992578,2.2884946,0,0.14102015,0.37012646,0.014686512,0.077299997,4.976181,1.8837284
1997,1,0,0,1,1.5351686,2.1212821,0.17206022,0.28105229,0.03777907,0,0.068700001,4.4886365,1.8837284
1997,0,0,0,1,0.28269231,1.1880716,0.004018011,0.07664834,0.008354912,0,0.077299997,3.2580965,1.8837284
1997,1,0,1,1,0.30706072,1.47337,0.0926487,0.15049854,0.003125967,0,0.07,6.5635061,1.8837284
1997,0,0,0,1,0.06195787,1.9499773,0.094005808,0.47748879,0.07043834,0.038288884,0.075500004,7.7919359,1.8837284
1998,0,0,0,1,0.064829931,1.1386428,0.032538466,0.083592802,0.23658994,0,0.065499999,4.9904327,1.2257084
1998,0,1,0,1,0.038983051,1.773139,0.1572836,0.42304999,0.009479945,0,0.067199998,4.7706847,1.2257084
1998,1,1,0,1,0.2410161,2.63872,0.51164091,0.056151595,0.52407414,0.00826516,0.065499999,6.6933236,1.2257084
1998,0,0,0,1,0.50812501,3.0494318,0.27938163,0.14350903,0.30135965,0.002980071,0.062399998,2.7725887,1.2257084
1998,0,1,0,1,0.027741117,1.552121,0.28073099,0.24706477,0.008977664,0,0.0669,5.9763508,1.2257084
1998,1,0,0,0,0.090763889,1.5625172,0.35781583,0.21862955,0.015631692,0,0.0669,6.0684257,1.2257084
1998,1,0,0,0,0.034144361,2.5297513,0.076057516,0.22914481,0.026439143,0,0.064099997,8.5972977,1.2257084
1998,0,1,0,1,0.052803028,4.5194378,0,0.20583448,0.18624014,0.31206962,0.065499999,4.882802,1.2257084
1998,1,1,0,1,0.20254838,3.1082554,0.004202313,0.25575626,0.090721495,0,0.067199998,5.7365723,1.2257084
1998,0,1,0,1,0.36666667,2.2965598,0.25290999,0.086070277,0.029619105,0,0.065200001,2.1972246,1.2257084
1998,1,0,1,1,0.062222224,1.4004064,0.21055362,0.18780778,0.00963272,0,0.0669,6.0038872,1.2257084
1998,0,0,0,1,0.20399576,1.5563771,0.6783734,0.082953878,0.27370271,0,0.066700004,2.9759505,1.2257084
1998,1,0,0,1,0.044458762,1.4004064,0.21055362,0.18780778,0.00963272,0,0.0669,5.9610052,1.2257084
1999,1,1,0,1,2.96,1.4293511,0.19801113,0.32770708,0.02518479,0,0.077800006,2.5649493,1.1049457
1999,1,0,0,0,0.11035059,1.532243,0.24972184,0.063596658,0.014358562,0,0.064000003,7.4938741,1.1049457
1999,0,1,0,1,0.015504587,0.74015707,0.1907174,0.10504206,0.022789458,0,0.066399999,4.6913481,1.1049457
1999,0,0,0,1,0.40116876,1.8118482,0.22267987,0.50013143,0.048549645,0,0.071900003,3.0983002,1.1049457
1999,1,0,0,1,0.096382976,0.74050313,0.13549337,0.36155936,0.24281545,0.13842452,0.064000003,5.4595857,1.1049457
2000,0,1,0,1,0.029411765,0.92195368,0.39079219,0.17304206,0.007304527,0,0.075500004,6.2005091,0.9023577
2000,0,0,0,1,0.12625,0.80901998,0.5214166,0.43197,0.020492852,0,0.079899997,2.0794415,0.9023577
2001,0,0,0,1,0.26393384,1.9048877,0.19469224,0.29570535,0.000469495,0.005024422,0.071000002,6.9920964,1.1560448
2002,0,0,0,1,0.089641437,1.0993434,0.31213397,0.19639485,0.005271167,0,0.063699998,6.9117475,1.0268661
2003,1,0,0,0,0.14179216,1.0221291,0.096827663,0.11420473,0.048395976,0,0.058899999,7.3821244,1.3789928
2003,0,0,0,1,0.39955604,0.96040899,0.26322144,0.18934976,0.001163372,0,0.056199998,6.8035054,1.3789928
2005,0,0,0,1,0.085714288,1.2880204,0.24361444,0.44100642,0.007457794,0,0.0506,7.166266,1.9755652
2005,0,0,0,1,0.25,1.4771007,0.46828189,0.34900653,0.054262567,0,0.0537,6.5250297,1.9755652
2005,0,0,0,1,0.036324788,1.7144647,0.23206954,0.19262235,0.027675066,0,0.0535,6.8416157,1.9755652
2005,0,0,0,1,0.38010103,1.7375963,0.00120985,0.078670897,0.079487674,0.003905213,0.051999997,5.9814143,1.9755652
2005,0,0,1,1,0.15384616,1.7533506,0.2846089,0.16908218,0.025443397,0,0.0513,7.3932629,1.9755652
2006,1,0,1,1,0.28787431,1.5617398,0.17341881,0.42146212,0.019796843,0,0.0535,7.7710671,2.1055841
2006,0,0,0,1,0.027096774,1.170173,0,0.50794488,0.031265747,0,0.058899999,5.9188938,2.1055841
2007,0,0,1,0,0.76303589,1.6248415,0.004817865,0.13569036,0.069544278,0,0.053000003,6.7604146,1.8694924
2007,1,0,0,1,0.62267745,2.4603662,0.16295062,0.30149993,0.007142667,0,0.0579,7.167038,1.8694924
